B2,B3,B4,B5,B6,B7
0.3001,0.3111,0.3073,0.3605,0.1141,0.0825
0.79115,0.79895,0.80435,0.76875,0.1163,0.1221
0.9224,0.9334,0.9519,0.9015,0.1145,0.1369
0.0242,0.0424,0.0331,0.1587,0.0942,0.0506
0.76475,0.75985,0.76545,0.72445,0.21685,0.15655
0.0253,0.03895,0.026,0.1211,0.06055,0.0331
0.0359,0.0555,0.0589,0.2348,0.087,0.0638
0.0298,0.0476,0.0405,0.1851,0.0802,0.0469
0.0369,0.0508,0.0407,0.2008,0.1107,0.06
0.0316,0.05035,0.04405,0.21855,0.10165,0.0541
0.0337,0.0519,0.0458,0.2937,0.1291,0.0722
0.0949,0.1159,0.125,0.2312,0.1238,0.0665
0.0183,0.0336,0.02295,0.14815,0.04925,0.0292
0.5302,0.5456,0.4773,0.5212,0.1148,0.1148
0.6147,0.4481,0.3049,0.2006,0.1158,0.0957
0.7629,0.6637,0.5696,0.5228,0.0897,0.0976
0.35745,0.35595,0.3373,0.3488,0.09545,0.11
0.93255,0.92925,0.94125,0.88815,0.1571,0.11415
0.0461,0.0736,0.06,0.1981,0.1113,0.0697
0.0473,0.0716,0.0831,0.2295,0.1516,0.1097
0.6636,0.6254,0.609,0.54,0.0953,0.098
0.9154,0.9223,0.9325,0.8494,0.1579,0.1506
0.11735,0.1295,0.1378,0.2105,0.1677,0.13305
0.0374,0.0586,0.0601,0.1665,0.0982,0.0843
0.6274,0.61195,0.6082,0.5635,0.0791,0.0943
0.0605,0.07895,0.08235,0.1794,0.1554,0.111
0.9197,0.9558,0.9861,0.9409,0.2516,0.1966
0.0808,0.1019,0.1054,0.2685,0.1075,0.072
0.25445,0.23575,0.2117,0.32715,0.0711,0.067
0.0311,0.0482,0.0362,0.1642,0.052,0.0376
0.0198,0.0359,0.0249,0.1733,0.0545,0.0314
0.0171,0.0326,0.0225,0.1364,0.0445,0.0287
0.0273,0.05,0.0384,0.213,0.0672,0.0462
0.0357,0.0544,0.04595,0.2135,0.08835,0.0485
0.01295,0.0284,0.018,0.1596,0.05435,0.0325
0.02075,0.04325,0.03375,0.21995,0.08445,0.04135
0.02385,0.03985,0.0365,0.20435,0.0964,0.05
0.0197,0.0348,0.0291,0.1973,0.098,0.0429
0.0211,0.0387,0.0289,0.20725,0.0831,0.0473
0.0219,0.0365,0.0308,0.1727,0.0716,0.0386
0.0248,0.0453,0.0363,0.1772,0.072,0.0418
0.0249,0.0514,0.0377,0.20705,0.08455,0.04255
0.0242,0.0461,0.0382,0.1958,0.083,0.0465
0.02715,0.04965,0.04935,0.22525,0.09235,0.04975
0.0287,0.0558,0.0553,0.2195,0.083,0.0499
0.0263,0.0449,0.0452,0.2254,0.0961,0.05295
0.02865,0.04795,0.05555,0.22625,0.1109,0.0699
0.0269,0.0463,0.0544,0.2226,0.0976,0.0562
0.03545,0.05765,0.05875,0.2362,0.08305,0.0504
0.0485,0.0648,0.0705,0.22655,0.08755,0.0553
0.0737,0.0888,0.0958,0.2258,0.0876,0.0565
0.0361,0.0502,0.0552,0.1999,0.0827,0.0502
0.0296,0.04945,0.05805,0.23325,0.0967,0.0586
0.035,0.0532,0.064,0.2071,0.1505,0.0716
0.0343,0.0544,0.0587,0.2199,0.1334,0.0786
0.035,0.0562,0.0595,0.2588,0.1179,0.0698
0.0309,0.0637,0.0608,0.2712,0.1352,0.0797
0.0463,0.0732,0.0508,0.23525,0.1114,0.06795
0.0255,0.0436,0.0401,0.1904,0.0891,0.0541
0.0366,0.0697,0.0619,0.1998,0.1211,0.0806
0.0341,0.057,0.0673,0.2334,0.1257,0.0845
0.0295,0.0506,0.0507,0.2602,0.1155,0.0626
0.0278,0.0528,0.0475,0.2622,0.1007,0.0566
0.0329,0.0549,0.061,0.2309,0.0912,0.0572
0.02415,0.04175,0.0363,0.19115,0.08955,0.04665
0.0467,0.0686,0.0694,0.2117,0.1039,0.0585
0.028,0.049,0.0399,0.1735,0.0814,0.0387
0.0241,0.0463,0.0364,0.1922,0.0836,0.0461
0.0205,0.0465,0.0313,0.18,0.085,0.039
0.0265,0.0466,0.0399,0.2194,0.101,0.0515
0.0232,0.0465,0.0344,0.20895,0.08465,0.04175
0.0292,0.05775,0.04865,0.2379,0.10375,0.0612
0.0232,0.0476,0.0418,0.2094,0.0901,0.0517
0.02465,0.05545,0.0503,0.22065,0.09605,0.05465
0.0295,0.0579,0.05135,0.2355,0.11625,0.0662
0.03875,0.0609,0.0673,0.21955,0.104,0.05975
0.029,0.0482,0.0507,0.2044,0.1001,0.0558
0.04335,0.0701,0.07265,0.2508,0.1215,0.0817
0.0292,0.04995,0.04935,0.20755,0.1042,0.05675
0.03925,0.06105,0.0587,0.2554,0.1278,0.0854
0.0466,0.0702,0.0647,0.2663,0.1579,0.0961
0.04435,0.07095,0.07405,0.2915,0.16915,0.0967
0.0259,0.0532,0.0385,0.2283,0.1217,0.0618
0.0367,0.0654,0.0558,0.29555,0.1517,0.07065
0.0322,0.054,0.0436,0.2184,0.0977,0.0504
0.0312,0.0581,0.04775,0.25395,0.1434,0.0668
0.0336,0.0605,0.0633,0.2957,0.1573,0.0827
0.04875,0.0736,0.08795,0.29545,0.165,0.0839
0.0484,0.07365,0.0789,0.3332,0.1558,0.07975
0.0314,0.0553,0.0532,0.2982,0.1433,0.0742
0.0802,0.122,0.1506,0.4209,0.1795,0.1128
0.2374,0.26025,0.27035,0.40575,0.1522,0.08395
0.0333,0.0562,0.05145,0.23005,0.1257,0.069
0.0282,0.0528,0.0467,0.2306,0.113,0.0608
0.0544,0.0822,0.0946,0.3007,0.208,0.1203
0.0594,0.0867,0.1079,0.302,0.2032,0.1203
0.0608,0.0847,0.0985,0.2722,0.241,0.155
0.0304,0.0558,0.051,0.2802,0.1441,0.0739
0.0629,0.1032,0.1258,0.3444,0.2131,0.1201
0.0576,0.0883,0.1027,0.3035,0.1926,0.1133
0.02655,0.04715,0.04315,0.25625,0.1323,0.0661
0.0323,0.0556,0.0476,0.2334,0.1329,0.066
0.0293,0.0581,0.0439,0.2452,0.1186,0.065
0.0256,0.0475,0.0375,0.2615,0.1256,0.06145
0.03175,0.0533,0.05215,0.29435,0.1406,0.07045
0.0329,0.0529,0.05825,0.2108,0.1135,0.0589
0.0394,0.0623,0.0632,0.264,0.1348,0.0693
0.0291,0.0559,0.0501,0.2533,0.1218,0.0644
0.0301,0.05235,0.04465,0.19305,0.12,0.06725
0.0403,0.0608,0.0516,0.2042,0.0967,0.0557
0.02595,0.0452,0.03505,0.2014,0.10765,0.0591
0.0229,0.04475,0.0391,0.20135,0.10765,0.0586
0.0298,0.0495,0.0449,0.2505,0.1242,0.0706
0.02975,0.0473,0.0457,0.20635,0.0989,0.0634
0.0053,0.0062,-0.0041,-0.0052,0.0046,0.0063
0.0085,0.0058,-0.00395,-0.00495,0.0017,0.0026
-0.0115,-0.00395,-0.0097,-0.00735,0.00235,0.00265
-0.0119,-0.0043,-0.00975,-0.00695,0.00265,0.00335
0.0028,0.0023,-0.0038,-0.0049,0.0017,0.0014
0.0047,0.004,-0.003,-0.0043,0.0029,0.0054
0.0031,0.0034,-0.0031,-0.0044,0.0021,0.0024
0.0117,0.0113,0.0017,5.0E-4,0.0023,0.0035
0.0227,0.0194,0.0046,0.0016,0.0024,0.0037
0.028,0.0242,0.004,0.0012,0.0026,0.0032
0.04005,0.04745,0.0246,0.02925,0.0224,0.02085
0.0746,0.099,0.104,0.4076,0.1824,0.1128
0.69325,0.67035,0.64735,0.56305,0.06475,0.0648
0.6754,0.6292,0.6095,0.4638,0.0321,0.0364
0.91375,0.91535,0.90925,0.80055,0.08025,0.08475
0.7922,0.73075,0.6894,0.54425,0.03355,0.04315
0.8067,0.7849,0.7738,0.6372,0.0466,0.0524
0.0619,0.077,0.0704,0.2632,0.1127,0.0645
0.0466,0.0634,0.06085,0.41535,0.15575,0.08005
0.02645,0.0314,0.00875,0.00445,0.0095,0.00835
0.029,0.0264,0.0037,1.0E-4,0.0042,0.0053
0.0252,0.0236,0.0085,0.0021,0.0035,0.0042
0.0278,0.0494,0.0374,0.2683,0.0867,0.0502
0.01135,0.03005,0.01685,0.14585,0.06255,0.03225
0.1827,0.21165,0.2052,0.39685,0.1478,0.08335
0.1672,0.1938,0.1922,0.3765,0.139,0.0846
0.034,0.0583,0.0515,0.2269,0.0915,0.0483
0.01785,0.03875,0.02015,0.16975,0.06525,0.03225
0.0337,0.0314,0.014,0.0056,0.0098,0.00885
0.0398,0.0306,0.0143,0.0055,0.0049,0.0041
0.0119,0.0316,0.0168,0.1737,0.0608,0.028
0.0192,0.0415,0.0262,0.2444,0.0904,0.0439
0.3625,0.3649,0.3515,0.2964,0.0779,0.067
0.78185,0.7762,0.7612,0.6502,0.07555,0.07905
0.84635,0.8452,0.83595,0.67955,0.05665,0.05705
0.8564,0.8667,0.8461,0.6768,0.0222,0.0236
0.8714,0.85725,0.84075,0.6651,0.0374,0.03645
0.8222,0.8343,0.8121,0.6344,0.0551,0.0556
0.33395,0.29135,0.2581,0.25845,0.07955,0.06845
0.5331,0.4953,0.4755,0.4136,0.0453,0.0498
0.03345,0.05935,0.04935,0.31135,0.13,0.06875
0.06445,0.10065,0.1005,0.34945,0.2037,0.12295
0.6747,0.6614,0.6614,0.6205,0.1568,0.141
0.3812,0.38,0.36975,0.37395,0.1807,0.19205
0.06075,0.0864,0.0665,0.21195,0.0512,0.02995
0.00925,0.01985,0.01415,0.1387,0.0211,0.02065
0.103,0.12915,0.13495,0.2729,0.1236,0.09385
0.0204,0.035,0.0295,0.1788,0.0506,0.0349
0.06005,0.08315,0.0751,0.21475,0.05205,0.0444
0.0152,0.0274,0.0217,0.1795,0.062,0.0339
0.0221,0.0438,0.0398,0.2106,0.1131,0.0617
0.02725,0.0503,0.0396,0.2006,0.07725,0.0417
0.029,0.0458,0.0377,0.2008,0.0804,0.0429
0.41235,0.3939,0.4054,0.44375,0.10235,0.1077
0.2885,0.308,0.3156,0.41725,0.17255,0.12475
0.0228,0.0456,0.0403,0.2129,0.1057,0.0641
0.0255,0.0457,0.04155,0.21115,0.1265,0.074
0.3277,0.3158,0.3082,0.3038,0.0828,0.0726
0.1855,0.1899,0.1801,0.3101,0.1336,0.0856
0.1494,0.1707,0.167,0.3554,0.1135,0.0765
0.0763,0.0975,0.0956,0.2375,0.1228,0.1026
0.0255,0.0491,0.036,0.206,0.1147,0.0628
0.28715,0.29795,0.29305,0.34145,0.0778,0.0508
0.12895,0.1485,0.1358,0.2531,0.059,0.04785
0.3152,0.3287,0.32515,0.425,0.0997,0.06125
0.581,0.569,0.5594,0.55235,0.11715,0.07515
0.6589,0.64005,0.638,0.584,0.1434,0.10625
0.0767,0.0929,0.092,0.2265,0.1151,0.0632
0.0988,0.1178,0.0985,0.2447,0.0732,0.0493
0.0273,0.0512,0.0272,0.1948,0.05305,0.0316
0.03,0.06,0.0483,0.207,0.0684,0.0482
0.0381,0.0554,0.0447,0.2095,0.0826,0.0437
0.0224,0.0461,0.033,0.1926,0.0659,0.0438
0.0245,0.0447,0.0366,0.1561,0.0823,0.0498
0.22805,0.20925,0.1914,0.281,0.08165,0.05935
0.4856,0.47855,0.47785,0.44705,0.11825,0.1059
0.7545,0.7014,0.6836,0.5952,0.127,0.1273
0.5539,0.4782,0.4322,0.363,0.0958,0.1001
0.82795,0.79705,0.76835,0.6874,0.07755,0.08005
0.566,0.58065,0.5608,0.56485,0.124,0.09655
0.1242,0.1184,0.0968,0.2286,0.0672,0.0428
0.4497,0.2777,0.1659,0.3072,0.1108,0.0936
0.3354,0.192,0.1128,0.2108,0.0867,0.0792
0.0217,0.035,0.0262,0.11845,0.0605,0.0362
0.65285,0.6434,0.64175,0.6327,0.15775,0.1316
0.0488,0.0597,0.0607,0.20475,0.11575,0.0867
0.0428,0.0561,0.04905,0.20245,0.1091,0.0655
0.07435,0.09115,0.0491,0.19965,0.1023,0.06095
0.7223,0.7197,0.71845,0.64435,0.131,0.1341
0.0479,0.0673,0.0639,0.2102,0.174,0.1207
0.0328,0.0594,0.0586,0.1831,0.1002,0.0622
0.07025,0.0924,0.0913,0.26225,0.10385,0.0844
0.1852,0.1091,0.12105,0.25205,0.118,0.08995
0.04855,0.0806,0.05605,0.2154,0.05625,0.036
0.0533,0.0737,0.047,0.2695,0.0842,0.0532
0.2015,0.214,0.2204,0.2835,0.1444,0.1199
0.77575,0.67145,0.60615,0.4986,0.08435,0.09895
0.47175,0.42795,0.40415,0.3858,0.161,0.1005
0.0494,0.05625,0.0548,0.1586,0.0846,0.0519
0.55455,0.40615,0.321,0.2975,0.07395,0.0756
0.05015,0.0754,0.06915,0.2432,0.1078,0.0703
0.0295,0.0449,0.0345,0.1891,0.0671,0.0505
0.0233,0.0413,0.0306,0.153,0.0824,0.0428
0.03255,0.0512,0.04555,0.146,0.0552,0.04895
0.03785,0.05465,0.0458,0.1927,0.09415,0.0566
0.88105,0.87045,0.8789,0.85015,0.14925,0.15565
0.0758,0.0936,0.0942,0.1496,0.0846,0.0623
0.1152,0.1265,0.1294,0.1926,0.17135,0.1395
0.02995,0.05165,0.04655,0.1655,0.0551,0.04265
0.1809,0.18525,0.18945,0.2435,0.0915,0.08935
0.05045,0.0698,0.04675,0.19965,0.0763,0.05565
0.04945,0.0677,0.05875,0.22605,0.06345,0.04285
0.022,0.0387,0.02845,0.16905,0.05085,0.03445
0.0365,0.058,0.0507,0.2217,0.0646,0.0372
0.0249,0.0449,0.0396,0.1978,0.068,0.0448
0.0232,0.0413,0.0338,0.2012,0.0752,0.047
0.0228,0.038,0.0321,0.19025,0.0552,0.03765
0.0278,0.0468,0.0379,0.1958,0.0794,0.0456
0.0146,0.0286,0.0186,0.1454,0.0483,0.031
0.017,0.0298,0.0245,0.13275,0.0492,0.0296
0.0202,0.03565,0.0279,0.17885,0.08025,0.047
0.02075,0.0393,0.02975,0.1615,0.0615,0.0383
0.0225,0.0405,0.0295,0.204,0.063,0.0407
0.0188,0.04225,0.02955,0.1833,0.0704,0.03865
0.0208,0.0367,0.0264,0.206,0.0831,0.0392
0.0231,0.0456,0.035,0.1958,0.1003,0.048
0.0364,0.0574,0.0647,0.2588,0.1244,0.0733
0.0232,0.0465,0.0362,0.2042,0.0785,0.0454
0.02615,0.04485,0.04545,0.2383,0.10535,0.06405
0.0281,0.05065,0.0515,0.21705,0.0757,0.04515
0.0545,0.07975,0.0773,0.28735,0.09415,0.05715
0.0464,0.07415,0.0728,0.2552,0.09915,0.06225
0.04435,0.06615,0.07035,0.22855,0.0958,0.05965
0.0229,0.0482,0.0405,0.2337,0.0658,0.0419
0.0418,0.064,0.0759,0.249,0.1075,0.0601
0.0379,0.05885,0.07185,0.2166,0.0965,0.0573
0.0281,0.0473,0.0541,0.2108,0.1054,0.0613
0.0433,0.0669,0.0706,0.1915,0.0985,0.0587
0.0437,0.066,0.0735,0.2385,0.1131,0.0672
0.0448,0.068,0.0789,0.2325,0.1433,0.0725
0.0625,0.07325,0.04535,0.1957,0.08155,0.04945
0.0572,0.0832,0.0898,0.233,0.1126,0.0729
0.0396,0.07095,0.07055,0.29075,0.1506,0.0864
0.0286,0.053,0.0497,0.2388,0.121,0.0663
0.02255,0.0456,0.03755,0.19705,0.0755,0.04935
0.0396,0.0618,0.0634,0.2464,0.0997,0.0566
0.0417,0.06085,0.06095,0.22405,0.09055,0.05305
0.0237,0.0472,0.0342,0.2198,0.0839,0.0455
0.0545,0.0762,0.0701,0.2568,0.0972,0.0575
0.0299,0.0465,0.0415,0.2066,0.0948,0.0536
0.024,0.0433,0.0351,0.2009,0.1035,0.0539
0.027,0.0434,0.0325,0.2144,0.1063,0.0543
0.02975,0.0487,0.039,0.22595,0.117,0.0677
0.0393,0.0617,0.0542,0.3005,0.1348,0.0813
0.0251,0.0456,0.0419,0.216,0.0949,0.0553
0.0308,0.05395,0.0487,0.22145,0.1039,0.05725
0.037,0.05655,0.0542,0.20925,0.1108,0.0556
0.03295,0.05165,0.05075,0.212,0.10425,0.05755
0.03685,0.0578,0.06675,0.23315,0.12925,0.0696
0.0347,0.0568,0.054,0.2323,0.1254,0.063
0.02795,0.05125,0.04375,0.20055,0.093,0.0569
0.0225,0.046,0.0313,0.1897,0.115,0.0566
0.0213,0.04655,0.03215,0.21535,0.09825,0.0465
0.0255,0.0509,0.04115,0.2985,0.13035,0.05735
0.0273,0.0513,0.0495,0.3094,0.1332,0.06
0.0215,0.0503,0.0354,0.2337,0.1085,0.0532
0.04695,0.0758,0.05795,0.2566,0.08055,0.06065
0.0794,0.0947,0.0897,0.2939,0.1313,0.068
0.11655,0.1439,0.1359,0.26905,0.0934,0.06305
0.0328,0.0529,0.0524,0.2261,0.1108,0.0542
0.03755,0.06435,0.0634,0.2725,0.1399,0.0768
0.037,0.0614,0.0616,0.2426,0.1226,0.0647
0.02615,0.05155,0.04685,0.2312,0.1366,0.06885
0.0269,0.0502,0.0466,0.241,0.128,0.0702
0.0336,0.0544,0.0459,0.2687,0.1587,0.0818
0.0248,0.04755,0.03765,0.21295,0.1162,0.0581
0.0224,0.0452,0.03625,0.19775,0.1045,0.05285
0.0255,0.0503,0.0458,0.1971,0.1125,0.0638
0.025,0.0487,0.0418,0.2526,0.1198,0.061
0.0304,0.0497,0.0382,0.2214,0.1156,0.0568
0.02315,0.0452,0.03495,0.2114,0.10975,0.0528
0.03695,0.0565,0.04895,0.2375,0.1095,0.05745
0.0267,0.0504,0.0428,0.2114,0.0971,0.0514
0.0245,0.0453,0.0375,0.2163,0.1075,0.0583
0.0196,0.0405,0.0322,0.2084,0.0949,0.0492
0.0187,0.0431,0.0369,0.2084,0.0995,0.047
0.0193,0.0417,0.0324,0.2145,0.0906,0.0466
0.0217,0.0404,0.0325,0.19555,0.1043,0.04905
0.0253,0.04655,0.0387,0.23665,0.10525,0.05515
0.0214,0.046,0.0324,0.2092,0.1036,0.0526
0.0238,0.0484,0.0398,0.2243,0.128,0.0607
0.005,0.0034,-0.003,-0.005,0.0015,0.0013
0.0106,0.0059,-0.0038,-0.0049,0.0018,0.0014
0.0086,0.0079,-0.0025,-0.0041,0.0018,0.0052
4.0E-4,0.00765,-0.00275,-0.00265,0.00455,0.0063
0.014,0.01435,0.00115,-0.00185,0.00605,0.00655
0.0267,0.0209,0.009,0.0039,0.0041,0.0036
0.0501,0.0792,0.043,0.1294,0.0617,0.0367
0.1114,0.1315,0.1218,0.2693,0.0733,0.0374
0.5945,0.5726,0.56115,0.4918,0.10385,0.09165
0.56805,0.57575,0.5592,0.48505,0.09455,0.1002
0.7248,0.7489,0.7422,0.6,0.0277,0.0258
0.75065,0.72455,0.6958,0.57415,0.0442,0.05185
0.5729,0.5303,0.4897,0.4,0.0445,0.0484
0.4797,0.4351,0.4123,0.3041,0.0097,0.0084
0.91225,0.9138,0.9048,0.7346,0.0272,0.0305
0.8855,0.8614,0.858,0.7192,0.0209,0.0279
0.87845,0.88365,0.87585,0.7034,0.05525,0.0529
0.1399,0.1403,0.1288,0.2375,0.1175,0.077
0.0799,0.09665,0.09345,0.32465,0.13955,0.0683
0.02625,0.03015,0.00675,7.5E-4,0.00395,0.0056
0.0321,0.0399,0.01165,0.00155,0.0032,0.0046
0.0481,0.0537,0.01515,0.00155,0.0027,0.00445
0.0318,0.0278,0.0085,-1.0E-4,0.0032,0.0026
0.0243,0.04375,0.0362,0.1949,0.0936,0.0456
0.6912,0.6918,0.7076,0.6764,0.15755,0.1292
0.062,0.0782,0.0803,0.2876,0.1263,0.0589
0.14485,0.15695,0.1595,0.28165,0.10685,0.07295
0.4962,0.5245,0.5296,0.4837,0.1346,0.0906
0.28885,0.28655,0.2689,0.31835,0.11655,0.06465
0.3299,0.3518,0.3508,0.3487,0.1173,0.0716
0.0258,0.0412,0.0254,0.1551,0.064,0.0336
0.03315,0.03205,0.0132,0.00505,0.0046,0.0041
0.05195,0.04925,0.02085,0.0065,0.005,0.0055
0.04585,0.04495,0.0236,0.00605,0.00715,0.0069
0.019,0.0329,0.0225,0.1728,0.0644,0.0285
0.5616,0.5077,0.484,0.4204,0.1157,0.1158
0.5696,0.6097,0.6187,0.5386,0.1586,0.1462
0.6195,0.5783,0.5605,0.486,0.1489,0.1491
0.8218,0.8324,0.8269,0.6646,0.0624,0.0731
0.87005,0.87535,0.85415,0.68855,0.0391,0.04525
0.8459,0.84905,0.82835,0.671,0.0585,0.06195
0.9046,0.91805,0.90605,0.71485,0.03005,0.02985
0.83605,0.82075,0.8058,0.65455,0.0411,0.03965
0.8374,0.8649,0.8518,0.6719,0.0411,0.0386
0.7722,0.7825,0.7803,0.6682,0.0582,0.0614
0.04375,0.07185,0.0679,0.28,0.10195,0.04865
0.0576,0.0897,0.0776,0.2578,0.1289,0.0729
0.0067,0.011,0.00695,0.069,0.0224,0.01135
0.0144,0.027,0.0174,0.1727,0.058,0.03
0.00695,0.0111,0.0073,0.06845,0.0232,0.01165
0.0116,0.0221,0.0155,0.0999,0.0442,0.026
0.18445,0.19675,0.1936,0.33125,0.1249,0.08215
0.0154,0.0318,0.0287,0.2206,0.0813,0.0428
0.04015,0.06465,0.0694,0.2735,0.12175,0.0763
0.00855,0.0218,0.01455,0.125,0.03705,0.0227
0.0146,0.0262,0.0181,0.1599,0.0434,0.0339
0.018,0.0356,0.0253,0.1898,0.0871,0.0379
0.0231,0.035,0.0303,0.1753,0.0852,0.0483
0.0224,0.039,0.0276,0.1842,0.0829,0.0429
0.4745,0.4605,0.4547,0.4336,0.0922,0.0883
0.2284,0.24015,0.2367,0.326,0.1006,0.07
0.01845,0.036,0.02655,0.15755,0.0862,0.04735
0.109,0.122,0.10965,0.22385,0.0955,0.04765
0.02575,0.0396,0.0284,0.1266,0.0668,0.03765
0.0582,0.0766,0.0766,0.2754,0.1037,0.0727
0.5186,0.50195,0.50695,0.51455,0.13055,0.12525
0.23395,0.24775,0.2405,0.2937,0.08215,0.0597
0.32695,0.33265,0.3246,0.3843,0.07225,0.0573
0.01985,0.0403,0.0261,0.1892,0.0568,0.0314
0.0321,0.0501,0.0392,0.2126,0.0656,0.0382
0.1208,0.14645,0.12875,0.2718,0.07695,0.0442
0.0247,0.05125,0.03335,0.17565,0.055,0.03915
0.0573,0.0735,0.0664,0.2219,0.0879,0.0509
0.4106,0.3988,0.4005,0.48335,0.15105,0.12195
0.42585,0.44795,0.4509,0.49565,0.11765,0.096
0.0592,0.07885,0.078,0.2226,0.14065,0.09435
0.7805,0.7973,0.7876,0.6845,0.1177,0.0896
0.2982,0.30325,0.29305,0.37915,0.08565,0.0642
0.1159,0.08405,0.0485,0.1903,0.06035,0.06495
0.8496,0.8234,0.8092,0.7054,0.1498,0.1054
0.21955,0.2244,0.2128,0.3726,0.0774,0.04565
0.05625,0.0733,0.0547,0.22795,0.088,0.04425
0.0207,0.0371,0.0248,0.1413,0.0469,0.0277
0.2411,0.20315,0.1575,0.17645,0.04895,0.0631
0.7191,0.6748,0.6507,0.5418,0.0802,0.0947
0.04745,0.07235,0.076,0.33805,0.15395,0.08425
0.014,0.0244,0.01855,0.11785,0.03195,0.0198
0.01525,0.0291,0.0209,0.12655,0.06215,0.03255
0.0426,0.0576,0.0557,0.1596,0.1334,0.0865
0.3477,0.3471,0.34445,0.3448,0.14635,0.11085
0.73805,0.6603,0.60305,0.53905,0.1586,0.13765
0.8281,0.8328,0.8401,0.7804,0.1649,0.1737
0.0656,0.0954,0.1064,0.2957,0.1551,0.1083
0.0592,0.0841,0.0585,0.2507,0.0811,0.0637
0.10175,0.11175,0.095,0.1683,0.04735,0.04035
0.51145,0.48885,0.465,0.50045,0.08235,0.0894
0.8538,0.8067,0.7892,0.7143,0.1061,0.1139
0.3657,0.3492,0.3452,0.4388,0.0746,0.0601
0.6008,0.62355,0.63385,0.58295,0.15405,0.14125
0.4945,0.3768,0.3075,0.2739,0.0702,0.0773
0.07385,0.06245,0.0472,0.1566,0.07845,0.04945
0.42975,0.44345,0.44975,0.5152,0.1482,0.1296
0.0241,0.044,0.0376,0.1665,0.0978,0.0523
0.0255,0.0409,0.0377,0.1358,0.0689,0.0503
0.76795,0.77175,0.78495,0.73365,0.21805,0.19625
0.8068,0.8078,0.8242,0.7685,0.1085,0.1077
0.04215,0.0504,0.04765,0.1391,0.08455,0.0767
0.4371,0.434,0.4381,0.4295,0.1127,0.1132
0.7307,0.7279,0.7339,0.6934,0.1889,0.1797
0.0265,0.0497,0.0415,0.2031,0.0917,0.0602
0.0428,0.0639,0.0708,0.2664,0.1443,0.084
0.03055,0.05095,0.0434,0.1852,0.09655,0.06375
0.0384,0.0562,0.0532,0.1832,0.13,0.0908
0.0243,0.04165,0.03855,0.153,0.0634,0.05065
0.02695,0.0384,0.03285,0.1976,0.0806,0.0438
0.0217,0.0437,0.031,0.2028,0.0797,0.0394
0.0264,0.0432,0.04,0.2183,0.1055,0.0517
0.0367,0.054,0.0652,0.2184,0.1112,0.0676
0.0173,0.033,0.0215,0.1522,0.0654,0.0325
0.0217,0.042,0.0335,0.2153,0.0991,0.0498
0.02475,0.04085,0.02865,0.2298,0.1183,0.06165
0.0325,0.048,0.0397,0.1457,0.104,0.0739
0.0188,0.04,0.0271,0.1865,0.0644,0.0364
0.0213,0.0469,0.0335,0.2213,0.0969,0.0478
0.02205,0.0411,0.0361,0.1965,0.09825,0.0528
0.023,0.0407,0.03005,0.18505,0.0864,0.04715
0.024,0.04155,0.0341,0.1829,0.0842,0.04695
0.02175,0.04025,0.03245,0.1896,0.0905,0.04925
0.02425,0.0488,0.0427,0.21995,0.08305,0.05135
0.0243,0.0427,0.0378,0.1849,0.0658,0.0384
0.03,0.0528,0.05205,0.22535,0.11835,0.06705
0.02625,0.05355,0.04235,0.2704,0.08795,0.05475
0.0391,0.0606,0.051,0.2514,0.1109,0.0659
0.0269,0.0513,0.0478,0.2313,0.1047,0.0585
0.0297,0.0501,0.0475,0.2128,0.06545,0.04785
0.04005,0.07005,0.05675,0.22965,0.07615,0.055
0.0324,0.0521,0.0629,0.2086,0.1069,0.0591
0.0214,0.0404,0.03455,0.2053,0.07685,0.04495
0.061,0.0824,0.056,0.225,0.1054,0.0644
0.07125,0.0947,0.08145,0.21895,0.0805,0.0573
0.0385,0.06225,0.0563,0.20525,0.08405,0.0531
0.0201,0.0523,0.0489,0.2208,0.0692,0.0447
0.0594,0.0799,0.0922,0.27875,0.1557,0.0985
0.0423,0.0604,0.0679,0.2587,0.1024,0.0743
0.03305,0.05545,0.05555,0.23815,0.09725,0.0582
0.0266,0.0442,0.0387,0.2057,0.0847,0.046
0.0315,0.0551,0.0572,0.2552,0.1372,0.076
0.0335,0.0603,0.0598,0.251,0.1245,0.0722
0.04,0.0712,0.08,0.2743,0.1657,0.0918
0.0556,0.0817,0.0898,0.2667,0.1698,0.0992
0.0636,0.08975,0.1094,0.27165,0.1618,0.11425
0.0479,0.07115,0.08425,0.26025,0.17845,0.10825
0.0467,0.0742,0.0776,0.2584,0.1172,0.0748
0.035,0.0627,0.0631,0.2554,0.1476,0.0858
0.0273,0.0467,0.043,0.2616,0.1076,0.06045
0.0414,0.0665,0.0644,0.2393,0.142,0.0813
0.03275,0.0604,0.0528,0.23635,0.1153,0.06145
0.0419,0.0633,0.0624,0.2863,0.1368,0.0705
0.02495,0.0459,0.03685,0.18515,0.10335,0.0533
0.03375,0.0563,0.0525,0.2367,0.12245,0.06505
0.02685,0.0511,0.0417,0.2541,0.13015,0.06455
0.0238,0.0482,0.038,0.26,0.1322,0.0612
0.0225,0.0438,0.0366,0.2068,0.1064,0.0606
0.0241,0.0493,0.0366,0.2063,0.0671,0.0413
0.01785,0.0388,0.0279,0.20815,0.09565,0.0469
0.02255,0.04845,0.03595,0.2729,0.111,0.05465
0.0434,0.0608,0.0536,0.2352,0.1121,0.0601
